ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
5286,Saytek Plastic Recycling Facility,Multiple Proponents,Waste handling and disposal,,VMR0007,Registered,Turkey,"16,573",Asia,25/08/2025,04/04/2023,03/04/2030
5281,Suide County Urban MSW Landfill Biogas Pollution Control and Comprehensive Utilization Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registered,China,"35,258",Asia,06/11/2025,24/02/2023,23/02/2033
5282,The Rubeho Mountains Carbon Project,Compassionate Carbon TZ,Agriculture Forestry and Other Land Use,ARR; REDD,VM0047; VM0048,Under development,Tanzania,"524,239",Africa,,01/03/2025,28/02/2065
5283,Seram Climate and Conservation (SERCOVA),PT Strata Pacific,Agriculture Forestry and Other Land Use,IFM,VM0010,Registration requested,Indonesia,"1,164,474",Asia,,08/11/2021,07/11/2058
5277,"Taishan BCCY New Energy Co., Ltd Taishan Xiadoukeng 5MW Biogas Power Generation Project","Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"96,122",Asia,15/12/2025,01/02/2023,31/01/2033
5279,QK Solar PV Grouped Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,South Africa,"12,262",Africa,,19/01/2023,18/01/2030
5278,Carbon Credit Ukraine Initiative,UAB Heavy Carbon,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Ukraine,"533,032",Europe,,01/03/2022,28/02/2042
5275,SKS Go Green,Multiple Proponents,Transport,,AMS-III.C.,Registered,Malaysia,"20,133",Asia,24/02/2026,27/01/2022,26/01/2032
5276,Agricultural Land Management in Malawi,Teralytic,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Malawi,"10,000",Africa,,15/03/2025,14/03/2045
5274,Sinan County domestic waste landfill biogas pollution control and comprehensive utilization project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Under validation,China,"37,961",Asia,,16/01/2024,15/01/2034
5272,Umoyilanga Hybrid Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,South Africa,"369,232",Africa,26/01/2026,15/10/2025,14/10/2032
5273,CCB - VCS Project ID 15 dec 2023 – Bosques Cautin S.A. Forest Carbon Project II,Bosques Cautin S.A.,Agriculture Forestry and Other Land Use,IFM,VM0010,Withdrawn,Chile,"78,951",Latin America,,15/12/2023,14/12/2063
5270,Primary Carbon Solar PV Grouped Project,Primary Carbon,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,South Africa,"3,322",Africa,,01/09/2023,31/08/2033
5271,Zambruss REDD+ Project,Zambruss Enterprises Ltd,Agriculture Forestry and Other Land Use,REDD,VM0015,Under development,Zambia,"96,459",Africa,,24/06/2023,23/06/2063
5264,Yunfu LFG Power Generation Project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"47,759",,07/04/2025,17/12/2022,16/12/2032
5265,Langfang Jinye E-waste recycling and comprehensive utilization project,Langfang Jinye Environmental Protection Technology Co.,Waste handling and disposal,,VMR0008,Registered,China,"58,222",,24/12/2025,01/04/2023,31/03/2030
5251,Weinan Kelinle Plastic Recycling Project,"Weinan Kelinle Environmental Protection Technology Co., Ltd.",Waste handling and disposal,,VMR0007,Registered,China,"56,245",Asia,01/12/2025,01/04/2023,31/03/2030
5250,eAgronom Project for the Improvement of EU Soils Health,OU E-Agronom,Agriculture Forestry and Other Land Use,ALM,VM0042,Registration request denied,Spain,"47,124",Europe,,16/06/2022,15/06/2042
5237,Electric Vehicle Charging Programme in Korea,Multiple Proponents,Energy industries (renewable/non-renewable sources); Transport,,VM0038,Registered,South Korea,"125,935",Asia,10/09/2025,02/01/2023,01/01/2033
5239,Pilot studies on modified agronomic and water management practices in rice ecosystem for carbon credit program TNAU,National Bank for Agriculture and Rural Development,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,India,"2,000",Asia,,01/07/2024,30/06/2031
5240,Reducing GHG emissions in irrigated crops through micro-irrigation in different agroecological regions of India,National Bank for Agriculture and Rural Development,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,India,100,Asia,,15/11/2024,14/11/2031
5241,Promotion of dryland horticulture for higher carbon credits and income generation,National Bank for Agriculture and Rural Development,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,India,"1,373",Asia,,01/08/2024,31/07/2044
5242,Evaluation of Soil Organic Carbon Sequestration under Natural Farming Condition: Enhancing Soil Quality and Capitalizing on Carbon Markets,National Bank for Agriculture and Rural Development,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,India,400,Asia,,01/10/2024,30/09/2044
5243,The potential of plantation-based systems in generating carbon credit through biochar production and application in the West Coast region of India,National Bank for Agriculture and Rural Development,Waste handling and disposal,,VM0044,Under development,India,"1,061",Asia,,15/10/2024,14/10/2031
5244,Participatory sustainable regenerative agriculture and agroforestry system for voluntary carbon market,National Bank for Agriculture and Rural Development,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,India,472,Asia,,01/01/2025,31/12/2054
5246,Carbon Credit Farming through Sustainable Agriculture Approaches in the Upper Indo-Gangetic Plains,National Bank for Agriculture and Rural Development,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,India,400,Asia,,01/10/2024,30/09/2044
5247,Soil carbon sequestration and greenhouse gas reduction through sustainable agricultural practices for central India.,National Bank for Agriculture and Rural Development,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,India,"1,470",Asia,,01/10/2024,30/09/2044
5248,Harnessing the Benefits of Carbon Farming vis-à-vis Carbon Credit for Balancing Economic Development with Climate Change Adaptation and Mitigation,National Bank for Agriculture and Rural Development,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,India,350,Asia,,01/06/2022,31/05/2029
5249,EVOLVE SUSTAINABLE DAIRY FARMING PROJECT IN IRELAND,Kerry Agribusiness Trading Ltd,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Ireland,"52,109",Europe,,01/01/2024,31/12/2033
5236,Carbon crediting in the rice-wheat system through crop residue management: a farmer participatory approach,National Bank for Agriculture and Rural Development,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,India,"1,295",Asia,,10/08/2024,09/08/2031
5234,Oman Blue Carbon,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR; WRC,VM0033,Under validation,Oman,"130,723",Middle East,,25/07/2024,24/07/2051
5235,Brightly - Reducing Food Loss and Waste - Project #2,Brightly Ventures INC,Waste handling and disposal,,VM0046,Under validation,United States,"1,233,208",North America,,01/07/2021,30/06/2028
5233,Gut&Bösel: Living Soils Initiative,LandVision Alt Madlitz GmbH,Agriculture Forestry and Other Land Use,ALM; ARR,VM0042; VM0047,Under validation,Germany,"229,808",Europe,,07/09/2021,06/09/2061
5232,V Carbon Nuku Maimai Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007; VM0048,Registration requested,Papua New Guinea,"1,895,234",Oceania,,01/11/2021,31/10/2046
5230,Safe Water Supply in India,Offset Financial Holdings LLC,Energy demand,,AMS-III.AV.,Under development,India,"25,000",Asia,,21/01/2023,20/01/2030
5227,Sustainable Agricultural Land Management Project by VISTA Green,VISTA GREEN ORGANICS,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,India,"3,787",Asia,,25/06/2023,24/06/2043
5229,Multilixo Landfill Gas Project,Engep Ambiental Ltda,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registration requested,Brazil,"331,828",Latin America,,16/09/2023,15/09/2030
5225,Climate-Smart Rice Project in the Upper Pampanga River Integrated Irrigation Systems (UPRIIS),Ostrom Climate Solutions (Canada) Inc.,Agriculture Forestry and Other Land Use,ALM,VM0051,Under development,Philippines,"359,146",Asia,,28/05/2023,27/05/2030
5224,Carbon Mosaic Conservation and Restoration of Mangroves in Delta State,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM; ARR; REDD; WRC,VM0033; VM0042,Under development,Nigeria,"1,935,095",Africa,,01/01/2025,31/12/2054
5221,Planting of trees for conservation of lands in different states in India,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,India,"333,683",Asia,,12/07/2022,11/07/2052
5220,Biochar Production Project-1 by WeAct in Madagascar,WeAct Pty Ltd.,Waste handling and disposal,,VM0044,Under validation,Madagascar,"21,326",Africa,,01/11/2024,31/10/2031
5218,VCS Development Project of Methane Emission Reduction in Dairy Farming in Yongchang Pasture,Multiple Proponents,"Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.,Registered,China,"41,999",Asia,13/02/2026,10/07/2023,09/07/2033
5214,Pingjiang County Domestic Waste Harmless Landfill Site LFG Utilization Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"60,882",,16/03/2025,21/03/2023,20/03/2033
5210,Panzhou County Chicken Farm Manure Composting Project,"Guizhou Hanwei Egg Industry Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.; AMS-III.F.,Registered,China,"35,865",,06/04/2025,05/01/2023,04/01/2033
5211,12 MW Waste-to-Energy Power Plant by EB Environmental Energy LTD in  Viet Nam,Kosher Climate India Pvt. Ltd.,Waste handling and disposal,,AMS-III.E.,Registration requested,Viet Nam,"82,900",Asia,,07/02/2024,06/02/2031
5212,NL+ Certification of Kalundborg CO2 Hub,Multiple Proponents,Carbon capture and storage,,VM0049,Under validation,Denmark,"407,391",Europe,,01/01/2026,31/12/2067
5209,BluSmart EV Project in UAE,Multiple Proponents,Transport,,AMS-III.C.,Under development,United Arab Emirates,"6,020",,,01/09/2024,31/08/2034
5208,Small Scale LED Lighting Grouped Project in South Africa,Energy LED (Pty) Ltd,Energy demand,,AMS-II.C.,Under validation,South Africa,"7,583",Africa,,01/12/2022,30/11/2032
5203,"Luoding BCCY New Power CO., Ltd. MSW biogas to electricity generation project","Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"44,555",Asia,16/03/2025,28/12/2022,27/12/2032
5205,"Agroforestry for Enhancing the Smallholders’ Livelihood in Karnataka And Andhra Pradesh, India",GKF Agroforestry Pvt Ltd,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,India,"160,686",Asia,,01/08/2021,31/07/2041
5207,Mangrove Restoration Initiative by LTIM in India,LTIMINDTREE LTD,Agriculture Forestry and Other Land Use,ARR,VM0033,Under validation,India,"3,577",Asia,,01/08/2022,31/07/2042
5202,MIXED AFFORESTATION IN THE PARANA BASIN III,Cambium Earth S.L.,Agriculture Forestry and Other Land Use,ARR,VM0047,Registration requested,Argentina,"46,044",Latin America,,30/06/2023,29/06/2066
5200,Together for the Forest Awaeté REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0048,Registration and verification approval requested,Brazil,"1,294,534",Latin America,,01/01/2023,31/12/2062
5199,Marmota EV Charging Carbon Offset Program (MEVCCOP),Marmota Solutions Incorporated,Energy industries (renewable/non-renewable sources); Transport,,VM0038,Registered,Canada,"16,691",North America,07/09/2025,09/12/2022,08/12/2029
5196,Improved cookstove distribution in Rwanda,Multiple Proponents,Energy demand,,VM0050,Registration requested,Rwanda,"34,546",Africa,,14/12/2023,13/12/2033
5197,Reforestation through biodiverse Agroforestry Systems in the Amazon (Roraima State),Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Brazil,"143,629",Latin America,,13/07/2023,12/07/2063
5193,MONGOLIA AFFORESTATION PROJECT (PHASE I),Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Mongolia,"856,834",Asia,,20/10/2021,19/10/2061
5194,BIODIESEL PROJECT BY CHEMENERGY BIOFUELS(P) LIMITED,Chemenergy Biofuels (P) Limited,Chemical industry; Transport,,ACM0017,Registration and verification approval requested,India,"87,592",Asia,,01/05/2023,30/04/2030
5195,Battery Smart EV Battery Swapping Project,UPGRID SOLUTIONS PRIVATE LIMITED,Energy industries (renewable/non-renewable sources); Transport,,VM0038,Registered,India,"111,928",Asia,19/08/2025,01/01/2023,31/12/2029
5192,Djibouti Mangrove Restoration Program,Sovereign Carbon Agency,Agriculture Forestry and Other Land Use,ARR; REDD; WRC,VM0033; VM0047,Under development,Djibouti,"45,694",Africa,,01/01/2025,31/12/2064
5191,CATALYZING COMMUNITY RESILIENCE  THROUGH CARBON FINANCE IN  ETHIOPIAN AFROMONTANE FORESTS,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Ethiopia,"241,990",,,01/06/2024,31/05/2054
5188,Methane Avoidance in Anaerobic Lagoons Grouped Project,GHG Biotecnologia Ltda.,Waste handling and disposal,,AMS-III.I.,Under validation,Brazil,"17,235",Latin America,,01/08/2024,31/07/2034
5186,Quanzhou Canhua PET Recycling Project,"Fujian Province Canhua Enviromental Material Co., Ltd",Waste handling and disposal,,VMR0007,Registered,China,"58,574",Asia,25/02/2025,15/11/2022,14/11/2032
5187,BaCaSi,TotalEnergies Nature Based Solutions II,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Congo,"388,968",Africa,,01/08/2021,31/07/2056
5184,Working Trees- Scaling Brazilian Silvopasture (WT-SBS),Working Trees,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Brazil,"3,416,463",Latin America,,17/01/2024,16/01/2064
5183,Zhangye Improved Grassland Management Project Phase II,"Zhangye Agricultural Development Investment Group Co.,Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0042,Registration requested,China,"235,710",Asia,,28/03/2022,27/03/2062
5181,Silk Grass Farms Forest Conservation Project (REDD+),Silk Grass Farms. Ltd,Agriculture Forestry and Other Land Use,REDD,VM0007,Under validation,Belize,"86,359",Latin America,,01/08/2021,31/07/2051
5180,"Ganaderos Y Bosques Azuero: Reforestation of Riparian Areas and Rotational Grazing on Cattle Farms in the Azuero Peninsula, Panama",rePLANET,Agriculture Forestry and Other Land Use,ALM; ARR,VM0042; VM0047,Under development,Panama,"103,516",Latin America,,01/01/2025,31/12/2064
5177,Lavushimanda Community Conservation Project,WeForest Zambia Ltd,Agriculture Forestry and Other Land Use,REDD,VM0048,Under development,Zambia,"63,163",Africa,,01/01/2024,31/12/2063
5175,Veracruz Mangroves for Life,Livelihoods Fund SICAV SIF,Agriculture Forestry and Other Land Use,ARR; WRC,VM0033,Under validation,Mexico,"60,629",Latin America,,28/04/2023,27/04/2043
5176,Sustainable Silvopastoral Producers of the Argentine Pampas,Comercio y Desarrollo SA,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Argentina,"5,203",Latin America,,19/07/2021,18/07/2051
5173,Ecozone Improved Cooking Stove (ICS) Project in Nepal,Alternative Energy Promotion Centre - AEPC,Energy demand,,VMR0006,Registration requested,Nepal,"25,792",Asia,,25/06/2022,24/06/2032
5172,Project Akwaaba | Forest Ecosystem Restoration in Ghana,Rainforest Builder Ltd.,Agriculture Forestry and Other Land Use,ARR,VM0047,Registered,Ghana,"4,965",Africa,10/02/2026,28/09/2023,27/09/2123
5165,Haiweidun electric vehicle in passenger transportation project,Suzhou Haiweidun Car Rental Co. LTD,Transport,,AMS-III.C.,Registered,China,"43,739",,27/02/2025,01/11/2022,31/10/2032
5166,Bac Ninh Province Domestic Waste Power Generation Project,"Bac Ninh EU - Conch Venture New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Under validation,Viet Nam,"32,337",Asia,,23/09/2023,22/09/2033
5167,Bundled Rooftop Solar Power Project by SPPL 02,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,India,"15,872",Asia,,15/09/2023,14/09/2030
5169,Sembrando Futuro 2.0,Terraformation Inc.,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Colombia,"3,982",Latin America,,18/09/2023,17/09/2063
5170,Supporting Ancestral Domains: Carbon Finance for Climate Action and Sustainable Development in the Mount Mantalingahan Protected Landscape,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0048,Under development,Philippines,"316,691",Asia,,01/01/2022,31/12/2061
5164,Arbonics Afforestation Project Two,Arbonics OU,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Latvia,364,Europe,,15/04/2022,14/04/2122
5162,Grouped Project ARR Serra Viva,REFLORA INITIATIVE BRASIL GESTAO AMBIENTAL LTDA,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Brazil,"61,982",Latin America,,21/11/2023,20/11/2123
5160,Fagnako: Agroforestry project in Madagascar,Canopy Energies,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Madagascar,"45,337",Africa,,01/05/2023,30/04/2053
5158,Diebu Improved Grassland Management Project,"Zhejiang Zhongzheng Forestry Development Co.,Ltd",Agriculture Forestry and Other Land Use,ALM,VM0026,Under development,China,"37,728",Asia,,01/08/2021,31/07/2061
5155,LAND MANAGEMENT BY ORGANIC FARMING PRACTICES IN INDIA,Qmark Foundation for Sustainable Livelihood Development,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,India,"275,749",Asia,,21/06/2021,20/06/2041
5152,VCS project of Leifeng water purification plant sewage treatment system,Multiple Proponents,Waste handling and disposal,,AM0080,Registered,China,"14,060",,31/10/2025,30/12/2022,29/12/2032
5153,Kafue Zambezi Community Forest Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Zambia,"954,108",Africa,,09/03/2023,08/03/2063
5151,Reforestation carbon project in the pinatubo mountain region,Green Carbon Inc,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Philippines,"679,408",Asia,,01/04/2025,31/03/2085
5150,CONSTRUCTION OF END-OF-LIFE LI-ION BATTERIES AND SPENT AUTOCATALYSTS RECYCLING FACILITY,Elemental Strategic Metals Sp. z o.o.,Waste handling and disposal,,VMR0008,Under validation,Poland,"11,318",Europe,,01/01/2024,31/12/2033
5149,Huangtupo CMM Power Generation Project,"Qinyuan County Hetong Comprehensive Energy Service Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"178,339",Asia,05/03/2025,19/03/2023,18/03/2033
5148,Tamba 20000,Hommes et Terre Global,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Senegal,"54,497",Africa,,15/06/2021,14/06/2061
5147,Sustainable Agroforestry Initiative by LTIM in India,LTIMindtree Ltd.,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,India,"92,579",Asia,,20/06/2021,19/06/2041
5144,SHANDONG DEZHOU IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT,"Fujian Dunfeng Carbon Sink Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,China,"866,430",Asia,,26/05/2024,25/05/2044
5146,Redstone CSP project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,South Africa,"478,316",Africa,26/01/2026,30/11/2024,29/11/2031
5142,KUZA MITI AGROFORESTRY CARBON PROJECT IN KENYA,One Carbon World Ltd.,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Kenya,"84,889",Africa,,19/09/2023,18/09/2122
5143,KARAGANDA LANDFILL GAS (LFG) CAPTURE AND UTILIZATION PROJECT,Linkpower s.r.o.,Energy industries (renewable/non-renewable sources),,ACM0001,Under validation,Kazakhstan,"93,973",,,01/12/2022,30/11/2032
5141,"Safe Drinking Water Programme in Punjab, Pakistan",Project Team ATR Inc.,Energy demand,,AMS-III.AV.,Registered,Pakistan,"511,790",Asia,13/05/2025,01/01/2023,31/12/2032
5140,THE BIWAL CARBON PROJECT,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM; ARR,VM0042,Under validation,India,"92,377",,,01/07/2021,30/06/2028
5139,GVbio: methane recovery and renewable energy generation,General Villegas Biogas S.A. - Maria Elena Group,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-III.AO.,Registration requested,Argentina,"17,633",Latin America,,11/08/2022,10/08/2029
5138,Wuhan Jiangxia Changshankou LFG Power Project Phase II,"Wuhan Huantou Environmental Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"157,260",Asia,10/03/2025,22/11/2022,21/11/2032
5137,Grand Katanga Reforestation Project,Carbon Ventures Africa Ltd.,Agriculture Forestry and Other Land Use,ARR,VM0047,Withdrawn,"Congo, The Democratic Republic of The","489,033",Africa,,03/08/2023,02/08/2073
5135,Guizhou Bijie Yuxing CMM Power Generation Project,"Bijie Yicheng New Energy Technology Co., Ltd",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"1,104,137",Asia,04/07/2025,08/05/2023,07/05/2033
5136,Fujian Nan'an Shengda Aluminium Recycling Project,"Fujian Nan'an City Shengda Aluminium Alloy Co., Ltd.",Waste handling and disposal,,VMR0007,Registered,China,"59,030",Asia,18/01/2026,30/01/2023,29/01/2030
5132,Omnia Solar PV Group Project,Omnia Group (Pty) Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registration and verification approval request denied,South Africa,"33,513",Africa,,03/11/2022,02/11/2029
5134,Greening Farmlands: Plantations for Sustainable Growth and Restoration in Central and Eastern India,Varaha ClimateAg Private Limited,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,India,"304,686",Asia,,01/06/2021,31/05/2041
5124,Waste Heat Recovery Based Power Generation Project of Bestway Cement Limited at Pakistan,Project Team ATR Inc.,Manufacturing industries,,AMS-III.Q,Under validation,Pakistan,"59,447",Asia,,05/04/2023,04/04/2033
5125,Enhancing Agricultural Sustainability through Carbon Credits: Mzuri Improved Agricultural Management,Mzuri World Carbon sp. zo.o.,Agriculture Forestry and Other Land Use,ALM,VM0042,Registration requested,Poland,487,Europe,,01/01/2022,31/12/2041
5126,Masaka - Locally made cookstoves in Madagascar,Madaprojects SRL SB,Energy demand,,VMR0006,Registered,Madagascar,"46,581",Africa,06/11/2025,16/10/2023,15/10/2030
5127,Restoration of burned-out forests through the carbon-sequestration plantation in forest-steppe zone,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,VM0047,Rejected by Administrator,Russian Federation,"7,215",Europe,,01/12/2021,30/11/2071
5128,"Regeneration of the Kunene Highlands Elephant Landscape, Namibia",CC Nature Limited,Agriculture Forestry and Other Land Use,ALM,VM0032,Under development,Namibia,"800,506",Africa,,16/12/2024,15/12/2047
5129,Montana Sustainable Grazing Project,CULTIVO LAND PBC,Agriculture Forestry and Other Land Use,ALM,VM0032,Under development,United States,"15,019",North America,,01/07/2024,30/06/2064
5130,Nature Generator 2 Coahuila Sustainable Grazing Project,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM,VM0032,Under development,Mexico,"66,011",North America,,04/07/2022,03/07/2062
5131,Appalachian Valley IFM Project,CNX Green Ventures LLC,Agriculture Forestry and Other Land Use,IFM,VM0012,Under validation,United States,"113,744",North America,,09/06/2023,08/06/2053
5123,GKF AGROFORESTRY PROJECT IN TELANGANA,Emergent Ventures India Private Limited,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,India,"262,253",Asia,,01/06/2021,31/05/2121
5120,Global Safe Drinking Water for Schools in Cambodia,Sustainability Investment Promotion and Development Joint Stock Company,Energy demand,,AMS-III.AV.,Under validation,Cambodia,"962,172",Asia,,01/07/2024,30/06/2034
5121,Global Safe Drinking Water for Schools in Lao,Sustainability Investment Promotion and Development Joint Stock Company,Energy demand,,AMS-I.E.; AMS-III.AV.,Under validation,Lao,"678,374",Asia,,01/07/2024,30/06/2034
5122,Global Safe Drinking Water for Schools in Viet Nam,Sustainability Investment Promotion and Development Joint Stock Company,Energy demand,,AMS-III.AV.,Under validation,Viet Nam,"938,771",Asia,,21/04/2024,20/04/2034
5117,Agroforestry Corridors for Multi Cropping Systems in Brazil,Thryve.Earth Pte. Ltd.,Agriculture Forestry and Other Land Use,ARR,VM0047,Withdrawn,Brazil,"114,000",Latin America,,01/06/2025,31/05/2065
5118,Farm Resilience and Regeneration in France and Belgium,ReGeneration Soil Carbon S.A.S.,Agriculture Forestry and Other Land Use,ALM,VM0042,Registration requested,France,"13,849",Europe,,20/04/2023,19/04/2043
5108,Bamboo King Vina Biochar Project,Bamboo King Vina Joint Stock Company,Waste handling and disposal,,VM0044,Registered,Viet Nam,"44,634",Asia,30/12/2025,09/08/2024,08/08/2031
5109,Improved cropland management project in Aktaw and Shufu,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,China,"102,663",Asia,,15/06/2021,14/06/2041
5110,Improved cropland management project in Yanshou and Mulan,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,China,"116,138",Asia,,15/10/2022,14/10/2062
5112,Wuhu Improved Agricultural Land Management Project,"Zoomlion Smart Agriculture Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,China,"485,986",Asia,,30/05/2021,29/05/2051
5113,OYU - Powering Kenyan SMEs with Clean Energy,OYU Green Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,Kenya,"20,201",Africa,,01/08/2022,31/07/2029
5114,Grouped Projects for Safe Water Program in Uganda,Evidence Action,Energy demand,,AMS-I.E.; VMR0006; AMS-III.AV.,Registered,Uganda,"429,057",Africa,30/01/2025,01/09/2022,31/08/2029
5115,Grouped Projects for Safe Water Program in Malawi,Evidence Action,Energy demand,,AMS-I.E.; VMR0006; AMS-III.AV.,Registered,Malawi,"364,574",Africa,06/02/2025,01/09/2022,31/08/2029
5106,Agroforestry Project in the Coffee Landscapes of Guatemala,The PURE PROJECT SAS,Agriculture Forestry and Other Land Use,ARR,VM0047,Inactive,Guatemala,"5,473",Latin America,,06/06/2021,05/06/2061
5107,TERAKA MADAGASCAR: SMALLHOLDER TREE PLANTING PROGRAM,ITERAKA,Agriculture Forestry and Other Land Use,ARR,VM0047,Registration requested,Madagascar,"1,674",Africa,,02/11/2023,01/11/2063
5104,Clean & Sustainable Household Biogas Program for farmers in India by Amul,Kaira District Co-operative Milk Producers Union Limited,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management",,AMS-I.E.; AMS-III.D.,Registered,India,"4,039",Asia,05/06/2025,01/10/2022,30/09/2029
5102,FX Group Biomass to Energy Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.; AMS-I.F.,Registration requested,South Africa,"14,761",Africa,,12/10/2022,11/10/2032
5097,Yunnan Zhenxiong Zhujiawan CMM Power Generation Project,"Zhenxiong Yonder New Energy Development Co., Ltd",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"243,530",Asia,20/11/2025,13/05/2023,12/05/2033
5098,Grouped Solar Power Plant Project of Bestway Cement Ltd.,Project Team ATR Inc.,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,Pakistan,"42,272",Asia,,01/10/2022,30/09/2032
5099,LOW CARBON AAC BLOCKS PROJECT BY MAGICRETE,Emergent Ventures India Private Limited,Manufacturing industries,,AMS-III.Z,Registered,India,"52,058",Asia,08/12/2025,30/03/2023,29/03/2030
5100,Guigang biomass wastes through use as feed stock in paper pulp production project,"Guangdong Guangye Inspection Testing Group CO., Ltd",Manufacturing industries; Waste handling and disposal,,VMR0009,Under development,China,"131,029",Asia,,19/06/2023,18/06/2030
